'14609','1','1'
'14609','1','2'
'14609','1','3'
'14609','1','4'
'14609','1','5'
'14609','1','6'
'14609','1','7'
'14609','1','8'
'14609','1','9'
'14609','1','10'
'14609','1','11'
'14609','1','12'
'14609','1','13'
'14609','1','14'
'14609','1','15'
'14609','1','16'
'14609','1','17'
'14609','1','18'
'14609','1','19'
'14609','1','20'
'14609','1','21'
'14609','1','22'
'14609','1','23'
'14609','1','25'
'14609','1','26'
'14609','1','27'
'14609','1','28'
'14609','1','29'
'14609','1','30'
'14609','1','31'
'14609','1','32'
'14609','1','33'
'14609','1','34'
'14609','1','35'
'14609','1','39'
'14609','1','41'
'14609','1','42'
'14609','1','43'
'14609','1','44'
'14609','1','45'
'14609','1','47'
'14609','1','52'
'14609','1','53'
'14609','1','64'
'14609','1','65'
'14609','1','66'
'14609','1','67'
'14609','1','68'
'14609','1','74'
'14609','1','75'
'14609','1','77'
'14609','1','78'
'14609','1','81'
'14609','1','82'
'14609','1','86'
'14609','1','89'
'14609','1','90'
'14609','1','92'
'14609','33','9'
'14609','33','10'
'14609','33','11'
'14609','33','12'
'14609','33','13'
'14609','33','14'
'14609','33','15'
'14609','33','16'
'14609','33','17'
'14609','33','18'
'14609','33','19'
'14609','33','20'
'14609','33','21'
'14609','33','22'
'14609','33','23'
'14609','33','25'
'14609','33','28'
'14609','33','29'
'14609','33','30'
'14609','33','35'
'14609','33','41'
'14609','33','43'
'14609','33','44'
'14609','33','47'
'14609','33','52'
'14609','33','65'
'14609','33','66'
'14609','33','67'
'14609','33','68'
'14609','33','77'
'14609','33','81'
'14609','33','86'
'14609','33','89'
'14609','33','90'
'14609','36','9'
'14609','36','10'
'14609','36','11'
'14609','36','12'
'14609','36','13'
'14609','36','14'
'14609','36','15'
'14609','36','16'
'14609','36','17'
'14609','36','18'
'14609','36','19'
'14609','36','20'
'14609','36','21'
'14609','36','22'
'14609','36','23'
'14609','36','25'
'14609','36','28'
'14609','36','29'
'14609','36','30'
'14609','36','35'
'14609','36','41'
'14609','36','43'
'14609','36','44'
'14609','36','47'
'14609','36','52'
'14609','36','65'
'14609','36','66'
'14609','36','67'
'14609','36','68'
'14609','36','77'
'14609','36','81'
'14609','36','86'
'14609','36','89'
'14609','36','90'
'14609','49','9'
'14609','49','10'
'14609','49','11'
'14609','49','12'
'14609','49','13'
'14609','49','14'
'14609','49','15'
'14609','49','16'
'14609','49','17'
'14609','49','18'
'14609','49','19'
'14609','49','20'
'14609','49','21'
'14609','49','22'
'14609','49','23'
'14609','49','25'
'14609','49','28'
'14609','49','29'
'14609','49','30'
'14609','49','35'
'14609','49','41'
'14609','49','43'
'14609','49','44'
'14609','49','47'
'14609','49','52'
'14609','49','65'
'14609','49','66'
'14609','49','67'
'14609','49','68'
'14609','49','77'
'14609','49','81'
'14609','49','86'
'14609','49','89'
'14609','49','90'
'14609','50','9'
'14609','50','10'
'14609','50','11'
'14609','50','12'
'14609','50','13'
'14609','50','14'
'14609','50','15'
'14609','50','16'
'14609','50','17'
'14609','50','18'
'14609','50','19'
'14609','50','20'
'14609','50','21'
'14609','50','22'
'14609','50','23'
'14609','50','25'
'14609','50','28'
'14609','50','29'
'14609','50','30'
'14609','50','35'
'14609','50','41'
'14609','50','43'
'14609','50','44'
'14609','50','47'
'14609','50','52'
'14609','50','65'
'14609','50','66'
'14609','50','67'
'14609','50','68'
'14609','50','77'
'14609','50','81'
'14609','50','86'
'14609','50','89'
'14609','50','90'
'14609','53','9'
'14609','53','10'
'14609','53','11'
'14609','53','12'
'14609','53','13'
'14609','53','14'
'14609','53','15'
'14609','53','16'
'14609','53','17'
'14609','53','18'
'14609','53','19'
'14609','53','20'
'14609','53','21'
'14609','53','22'
'14609','53','23'
'14609','53','25'
'14609','53','28'
'14609','53','29'
'14609','53','30'
'14609','53','35'
'14609','53','41'
'14609','53','43'
'14609','53','44'
'14609','53','47'
'14609','53','52'
'14609','53','65'
'14609','53','66'
'14609','53','67'
'14609','53','68'
'14609','53','77'
'14609','53','81'
'14609','53','86'
'14609','53','89'
'14609','53','90'
